#KO	Bran_1	Bran_2	PS_2	PS_3	CO_2	CO_3	Faeces_BR	Faeces_PS
K05817	0	0	0	0	0	0	1	0
K05818	1	0	0	0	1	2	0	0
K05819	0	0	0	0	3	1	1	0
K05820	2	2	0	0	2	1	0	1
K05823	0	0	0	0	1	0	2	1
K05825	0	0	0	0	1	1	2	2
K05832	0	1	4	3	2	2	0	1
K05833	1	1	1	2	1	0	3	1
K05834	1	3	0	0	1	1	3	1
K05835	2	2	0	0	1	1	2	0
K05836	1	2	0	0	1	2	2	1
K05837	2	1	0	1	1	1	2	0
K05838	1	1	0	0	0	1	0	2
K05839	2	2	0	0	0	1	1	0
K05844	1	1	0	1	0	1	0	0
K05845	2	4	3	5	3	4	3	2
K05846	5	7	3	3	6	4	6	4
K05847	2	2	6	4	3	1	5	1
K05851	2	1	1	0	1	2	1	0
K05874	0	1	0	0	0	0	4	0
K05875	0	1	0	0	0	0	0	0
K05876	0	1	0	0	0	0	1	0
K05878	0	0	1	3	1	1	1	3
K05879	1	1	0	3	0	1	0	1
K05881	1	1	1	1	1	0	0	1
K05882	0	1	0	0	0	1	1	0
K05887	0	0	0	0	1	0	0	1
K05888	0	0	0	0	0	0	0	1
K05895	0	0	0	0	0	1	0	0
K05896	1	1	6	2	0	0	4	0
K05898	0	0	0	0	2	2	1	1
K05910	0	0	0	0	0	0	0	1
K05916	2	2	0	0	0	1	3	1
K05921	1	1	1	1	1	1	0	0
K05934	0	0	0	0	1	1	1	0
K05936	0	0	0	0	1	1	1	1
K05937	0	0	0	1	2	1	2	1
K05939	3	1	0	0	0	2	1	1
K05952	1	3	0	0	1	1	1	0
K05964	1	2	0	0	1	0	0	1
K05966	1	2	0	0	0	1	1	0
K05970	0	0	1	0	0	0	0	1
K05982	2	3	0	0	1	0	2	0
K05984	0	0	0	0	1	0	0	0
K05985	0	1	3	3	0	1	1	0
K05989	0	0	1	1	2	1	2	0
K05995	0	0	0	0	1	1	0	0
K05997	1	1	0	0	0	1	1	0
K06006	0	4	0	0	2	4	2	1
K06015	2	1	0	0	0	0	2	1
K06016	1	1	0	0	1	2	0	2
K06020	1	2	0	0	0	1	1	0
K06023	0	0	4	3	0	0	3	1
K06024	1	1	3	1	1	0	1	1
K06039	2	0	0	0	1	1	1	0
K06041	3	1	0	0	1	2	0	1
K06042	0	0	0	0	1	1	0	0
K06044	0	0	0	0	1	0	0	1
K06048	1	0	1	0	0	0	1	1
K06073	1	2	0	0	1	1	0	0
K06074	0	2	0	0	0	2	0	0
K06075	1	3	0	0	1	3	4	1
K06076	3	1	1	0	1	1	1	0
K06077	2	2	0	0	3	1	2	0
K06078	0	1	0	0	1	2	0	0
K06079	2	1	0	0	2	2	4	1
K06080	2	2	0	0	2	1	2	0
K06113	0	0	0	0	0	0	0	1
K06123	0	0	1	1	0	0	0	2
K06131	4	4	2	6	6	1	4	5
K06132	2	1	0	0	1	0	0	0
K06133	1	1	0	0	0	0	2	0
K06136	1	1	0	0	0	1	0	0
K06137	1	1	0	0	0	1	0	0
K06138	1	1	0	0	0	1	0	0
K06139	0	1	0	0	1	1	0	1
K06140	2	1	0	0	0	1	2	1
K06141	1	2	0	0	2	2	0	0
K06142	4	2	0	0	2	1	1	1
K06143	1	0	0	0	0	1	0	2
K06144	2	2	0	0	1	1	2	0
K06145	2	0	0	0	1	0	0	1
K06146	0	0	0	0	0	0	1	0
K06147	1	0	6	4	5	1	1	4
K06149	2	2	0	0	0	1	0	1
K06151	4	1	0	0	2	0	1	0
K06152	3	1	0	0	0	1	0	0
K06153	2	2	2	1	3	1	2	1
K06155	0	2	0	0	0	0	0	0
K06156	1	2	0	0	1	1	1	0
K06158	2	3	1	2	2	1	2	0
K06159	0	2	0	0	1	0	2	0
K06162	1	0	2	1	2	0	2	0
K06163	2	1	1	1	2	2	0	0
K06164	2	1	2	2	2	2	0	0
K06165	3	3	0	0	3	1	1	0
K06166	0	0	1	1	1	0	0	0
K06167	1	0	1	1	4	3	1	1
K06168	2	2	1	0	0	0	0	2
K06169	1	3	0	0	0	2	0	0
K06173	2	1	4	4	3	4	3	2
K06175	1	1	0	0	1	2	0	0
K06176	2	1	0	1	1	2	1	1
K06177	1	3	1	0	0	2	1	1
K06178	1	0	2	0	3	0	2	2
K06179	2	2	0	0	1	2	1	0
K06180	2	2	1	4	2	3	5	2
K06181	0	0	1	1	1	1	0	1
K06182	0	1	0	0	1	0	0	1
K06183	1	2	1	1	2	1	2	1
K06186	1	2	0	0	0	1	1	1
K06187	2	1	4	7	3	2	2	0
K06188	0	2	1	0	0	0	3	1
K06189	2	1	0	0	1	1	0	0
K06190	1	1	0	0	0	0	1	0
K06191	0	2	2	3	1	1	2	0
K06192	3	3	0	0	4	4	2	1
K06193	3	2	0	1	2	2	1	0
K06194	1	2	1	0	0	2	2	1
K06195	2	0	0	0	1	2	0	0
K06197	2	2	0	0	1	2	0	1
K06198	1	0	1	3	3	1	1	2
K06199	2	2	3	3	4	0	3	1
K06200	3	2	0	0	0	3	3	3
K06201	2	2	2	3	1	2	4	2
K06202	1	2	0	1	2	1	0	0
K06203	2	2	0	0	2	2	1	1
K06204	4	3	0	0	3	5	1	0
K06205	3	2	0	0	0	1	1	0
K06206	1	1	1	0	4	3	0	1
K06207	7	2	3	3	1	3	1	1
K06211	1	2	2	2	1	1	3	1
K06212	1	2	0	0	0	0	1	0
K06213	2	4	1	2	1	2	2	2
K06214	0	1	0	0	0	0	0	0
K06215	0	0	0	0	0	0	1	2
K06216	0	0	2	2	0	0	0	1
K06217	5	3	4	3	4	2	2	2
K06218	0	2	0	0	0	0	0	2
K06219	1	2	0	1	1	2	1	1
K06221	2	1	3	4	4	0	3	2
K06222	0	1	0	0	1	0	0	0
K06223	0	4	1	1	3	2	3	1
K06286	1	0	2	4	0	1	0	2
K06287	4	6	4	1	4	4	3	1
K06330	0	0	1	0	0	0	0	0
K06346	1	0	2	3	2	0	1	0
K06373	0	0	0	0	0	0	0	1
K06384	0	0	0	0	0	0	0	1
K06400	2	0	0	1	0	0	0	1
K06402	0	0	0	0	0	0	0	1
K06413	0	1	0	0	0	0	1	0
K06415	2	2	0	0	0	1	0	0
K06442	2	1	2	3	1	0	1	1
K06443	0	1	1	0	0	0	0	0
K06445	1	2	0	0	0	0	1	0
K06446	0	0	0	0	0	0	0	2
K06447	1	1	0	0	2	1	0	0
K06518	3	2	0	5	2	3	4	2
K06597	0	0	0	0	0	0	0	1
K06599	0	0	0	0	0	0	0	1
K06605	1	1	0	0	1	1	0	0
K06606	1	1	0	0	1	1	0	1
K06607	0	0	0	2	1	0	1	1
K06609	1	1	1	0	2	0	0	0
K06610	0	0	0	0	0	1	0	0
K06726	2	1	1	3	0	1	1	4
K06858	0	1	0	0	0	0	0	0
K06859	0	1	0	0	0	0	1	0
K06860	0	0	1	0	0	0	0	0
K06861	2	1	0	0	1	1	0	1
K06866	0	1	0	0	1	0	0	0
K06867	1	0	0	1	1	1	1	1
K06871	2	1	0	0	2	3	3	2
K06872	2	0	1	5	3	0	0	1
K06877	0	0	1	0	0	0	0	1
K06878	0	0	0	0	1	1	0	0
K06879	1	0	0	0	1	1	1	0
K06881	1	0	1	2	0	0	2	0
K06884	0	0	0	0	1	0	0	0
K06885	0	0	3	3	1	1	1	0
K06886	0	0	0	0	0	0	0	1
K06887	0	1	0	0	0	0	0	0
K06888	0	0	1	0	0	0	0	1
K06889	3	3	2	2	1	0	4	1
K06890	1	1	1	2	0	1	1	1
K06891	2	1	0	0	1	1	1	0
K06894	1	2	1	0	0	1	3	0
K06895	3	1	1	0	1	2	0	2
K06896	0	0	2	1	2	1	1	0
K06897	0	0	0	0	1	0	0	0
K06899	2	2	0	0	0	1	3	0
K06901	8	4	5	3	3	8	10	3
K06902	0	0	1	0	0	0	0	1
K06903	1	1	1	0	2	1	0	0
K06904	0	1	3	3	0	1	3	1
K06905	1	4	0	0	0	1	2	0
K06906	1	4	0	0	2	2	2	0
K06907	1	2	0	0	2	0	1	0
K06908	0	3	0	0	2	0	0	0
K06909	2	3	1	2	5	0	2	3
K06911	2	3	1	0	3	2	4	1
K06915	0	0	1	0	1	2	0	2
K06916	1	1	0	0	1	0	1	1
K06917	0	1	0	0	1	2	0	0
K06918	2	1	1	0	1	2	0	0
K06919	2	2	2	2	0	0	0	0
K06920	1	1	0	0	2	1	1	3
K06922	0	0	0	0	0	0	0	1
K06923	0	0	0	0	0	0	0	1
K06925	2	3	3	4	3	0	2	2
K06927	0	0	0	1	0	0	0	0
K06928	0	0	0	0	1	0	0	0
K06929	1	3	0	1	1	1	2	0
K06934	0	0	0	0	1	0	0	0
K06937	0	0	0	0	0	0	0	1
K06938	1	1	0	0	2	2	1	0
K06940	4	3	0	2	3	0	0	2
K06941	3	2	4	4	1	1	0	3
K06942	6	1	3	4	2	0	3	1
K06946	0	0	0	0	1	0	0	0
K06948	1	0	4	0	2	0	0	0
K06949	0	3	3	4	3	4	1	4
K06950	0	2	2	4	1	1	3	2
K06956	1	1	2	3	3	1	3	1
K06957	2	1	0	0	1	1	0	0
K06958	3	2	2	2	2	0	1	0
K06959	2	2	2	4	2	2	1	1
K06960	0	0	2	2	0	0	0	1
K06962	0	0	4	2	2	1	2	0
K06966	1	2	0	0	2	1	1	0
K06967	1	0	2	3	0	1	0	3
K06968	2	3	1	1	2	2	2	1
K06969	1	2	2	3	0	0	1	1
K06970	1	2	0	0	2	0	1	0
K06971	0	1	0	0	0	0	0	0
K06973	0	0	1	1	1	0	0	0
K06975	1	0	2	4	4	2	0	4
K06979	0	0	0	0	0	0	0	2
K06980	2	2	1	0	1	1	0	3
K06985	0	0	0	0	0	0	0	1
K06987	0	0	0	0	1	2	0	1
K06988	1	0	0	0	0	0	0	1
K06989	1	2	1	0	2	2	0	0
K06994	0	0	2	0	0	0	0	2
K06995	0	0	0	0	0	0	0	2
K06996	1	1	2	0	1	1	1	2
K06997	2	2	3	2	2	0	1	3
K06998	0	2	1	1	2	0	2	3
K06999	1	2	0	3	2	3	2	1
K07000	2	3	0	0	3	2	1	0
K07001	1	2	2	2	0	0	1	3
K07002	1	1	0	0	0	0	0	0
K07005	0	0	0	0	1	0	0	1
K07006	1	0	1	0	1	2	0	1
K07009	1	1	5	3	1	0	4	1
K07010	0	0	1	1	1	0	1	1
K07012	1	4	0	0	1	1	0	0
K07014	3	2	0	0	3	2	0	0
K07015	0	1	2	3	2	0	1	0
K07017	2	0	0	0	0	0	0	0
K07018	0	0	0	0	0	0	0	1
K07019	1	2	0	0	2	0	0	1
K07020	0	0	0	0	0	0	0	1
K07023	2	0	0	0	1	0	0	1
K07025	1	1	3	4	0	0	1	2
K07026	0	2	0	0	0	0	1	0
K07027	0	0	0	0	0	1	4	1
K07029	0	1	4	7	3	5	6	2
K07030	2	1	8	10	3	3	3	5
K07032	0	0	1	1	0	0	0	2
K07034	0	2	0	0	1	1	4	1
K07037	0	0	2	2	2	1	0	0
K07038	3	4	1	0	1	2	1	1
K07039	0	0	0	0	1	0	0	0
K07040	1	3	4	3	3	2	4	1
K07042	3	3	3	3	1	3	4	5
K07043	1	1	0	0	0	0	2	0
K07046	1	1	1	0	1	1	0	0
K07048	0	0	0	0	0	0	0	1
K07052	0	2	3	5	1	1	3	8
K07053	2	2	0	0	1	2	0	0
K07054	2	1	1	2	2	1	1	1
K07056	3	4	3	3	2	1	4	3
K07058	1	4	3	2	2	3	3	1
K07068	0	0	0	0	0	0	0	2
K07069	0	0	1	1	0	0	0	0
K07070	1	2	0	0	2	1	1	1
K07071	2	2	0	0	0	2	1	1
K07074	1	0	0	0	0	1	1	2
K07077	0	0	0	0	0	0	0	1
K07078	1	1	0	1	0	0	1	0
K07082	3	1	1	2	0	2	3	2
K07085	2	3	1	0	2	3	4	0
K07089	0	1	1	1	2	1	1	0
K07090	4	4	7	1	2	7	4	8
K07091	1	2	1	0	2	1	0	2
K07093	1	0	0	0	1	2	0	1
K07095	0	0	2	2	1	1	3	0
K07096	0	0	0	0	0	0	0	1
K07097	0	0	0	1	0	0	0	0
K07098	0	0	4	3	1	0	2	2
K07100	0	0	0	0	0	0	0	1
K07101	0	0	0	0	0	0	0	1
K07104	0	0	1	4	1	0	2	1
K07105	0	0	2	4	1	1	2	0
K07106	1	5	2	4	2	6	7	2
K07107	2	0	1	3	3	4	2	8
K07109	2	3	1	0	2	1	1	0
K07112	3	1	0	0	1	0	2	0
K07113	1	1	1	0	0	2	0	0
K07114	1	0	0	1	0	1	0	1
K07115	2	1	1	0	1	2	0	0
K07118	0	0	2	2	0	0	1	6
K07120	1	1	1	0	2	2	1	0
K07121	2	2	0	0	2	2	2	0
K07122	0	3	1	0	1	1	0	0
K07124	0	0	1	0	1	0	0	2
K07126	1	0	0	0	0	0	2	4
K07127	2	1	0	0	1	0	1	2
K07130	0	0	2	0	1	0	0	1
K07131	1	0	0	0	0	0	0	0
K07133	0	0	1	0	0	0	0	0
K07136	2	1	0	0	0	0	0	0
K07137	0	0	1	1	0	0	0	0
K07139	0	1	4	3	3	1	2	0
K07140	1	1	0	0	1	1	4	1
K07141	3	2	0	1	2	3	2	0
K07146	1	2	0	1	3	0	2	2
K07147	2	1	0	1	2	1	1	1
K07148	3	2	0	0	1	1	3	0
K07149	0	0	1	2	4	1	4	3
K07150	1	2	0	0	4	1	1	1
K07153	1	2	0	0	0	2	0	0
K07154	0	0	0	0	0	1	1	1
K07156	2	2	1	0	0	1	0	2
K07157	0	0	0	0	0	0	0	1
K07160	2	1	1	0	2	1	3	0
K07161	0	0	0	0	0	0	0	1
K07164	0	0	0	0	0	0	0	1
K07165	0	1	0	0	0	0	0	4
K07166	0	0	1	0	0	0	0	0
K07168	1	0	0	0	1	0	1	2
K07169	1	3	0	0	0	1	1	0
K07171	0	0	2	2	1	0	1	0
K07173	1	3	1	3	3	3	0	0
K07175	1	0	0	0	0	0	0	2
K07177	1	0	3	3	2	0	1	0
K07180	2	2	0	0	2	0	0	0
K07182	2	1	0	0	0	2	0	2
K07184	3	1	0	0	1	2	2	0
K07186	2	2	0	0	2	2	1	2
K07192	1	0	1	2	0	1	1	2
K07213	0	0	3	1	0	0	0	0
K07214	1	1	0	0	2	2	1	0
K07215	0	0	0	0	0	0	0	1
K07217	0	2	0	1	1	0	0	0
K07218	0	0	0	0	0	0	0	1
K07220	0	0	0	1	0	1	0	2
K07222	1	0	0	0	1	1	1	1
K07223	1	2	0	0	1	0	0	1
K07224	1	1	0	0	0	0	0	0
K07225	0	0	1	0	1	1	1	0
K07226	0	0	0	0	0	0	0	1
K07229	0	2	0	0	1	1	1	1
K07230	0	0	0	0	1	0	0	0
K07232	2	1	0	0	1	2	0	0
K07233	0	0	0	0	0	0	0	1
K07235	1	2	1	0	1	0	3	1
K07236	3	2	1	0	1	1	2	0
K07237	2	2	1	0	1	1	1	0
K07238	1	1	1	1	0	0	0	1
K07240	0	0	0	3	1	0	0	1
K07241	1	1	0	0	1	2	0	0
K07243	1	2	0	0	0	1	0	0
K07245	0	2	0	0	0	0	0	0
K07246	0	0	0	0	1	1	0	1
K07248	1	2	0	0	0	1	2	0
K07250	0	0	0	0	0	0	0	2
K07251	1	2	0	0	1	0	3	0
K07258	1	4	3	3	5	2	4	0
K07259	2	1	1	0	2	0	2	0
K07260	1	0	4	4	0	1	1	1
K07261	2	1	0	0	1	2	0	1
K07262	2	2	0	0	1	0	1	0
K07263	0	0	0	0	0	0	0	5
K07264	0	0	1	0	0	1	3	1
K07265	0	0	0	0	0	0	1	0
K07266	0	0	0	0	0	0	1	0
K07267	2	0	0	0	0	1	0	3
K07269	1	3	0	0	2	2	2	0
K07270	0	1	0	0	0	0	0	0
K07271	0	0	0	0	0	0	2	1
K07272	0	0	0	0	1	0	1	0
K07273	1	0	9	4	0	0	3	3
K07274	3	3	0	1	2	1	0	0
K07275	0	1	0	0	1	0	3	0
K07277	3	1	0	1	1	0	0	1
K07278	2	1	0	0	2	2	2	1
K07283	0	1	0	0	1	0	0	0
K07284	2	1	5	13	6	1	5	5
K07285	0	2	0	0	1	2	0	1
K07286	2	2	1	0	0	1	1	0
K07287	2	2	1	0	1	2	1	1
K07289	1	1	0	0	0	2	0	1
K07290	1	3	0	0	0	2	0	1
K07300	3	2	0	0	2	2	2	1
K07301	2	2	0	0	1	0	0	1
K07302	2	1	0	0	0	2	0	0
K07303	1	0	0	0	1	2	1	1
K07304	0	4	3	8	4	3	2	5
K07305	0	1	3	2	2	1	2	1
K07306	1	2	0	0	1	0	1	0
K07307	2	1	0	0	0	1	2	0
K07308	3	1	0	0	0	0	2	1
K07309	0	1	0	0	1	0	0	0
K07312	0	1	0	0	1	0	0	0
K07313	1	1	0	1	4	1	1	0
K07315	0	1	0	0	0	0	0	0
K07316	0	1	1	1	0	0	0	0
K07317	0	0	0	0	0	0	1	0
K07319	0	1	0	0	1	0	0	0
K07320	1	1	1	0	0	1	1	1
K07322	1	1	1	0	2	2	1	0
K07323	3	2	1	0	2	0	3	1
K07326	0	1	0	0	0	0	1	0
K07335	0	0	4	5	2	0	2	1
K07336	0	0	0	0	0	0	1	0
K07337	2	3	0	0	0	0	0	0
K07339	4	0	0	1	3	1	0	0
K07340	1	2	0	0	0	1	1	2
K07343	2	2	0	0	0	0	3	0
K07345	5	14	0	1	11	5	6	0
K07346	1	4	0	0	1	1	2	1
K07347	5	11	0	0	12	0	8	2
K07348	0	0	0	0	1	1	2	0
K07349	1	1	0	0	0	0	3	0
K07350	1	1	0	0	1	1	1	0
K07351	2	1	0	0	1	0	3	0
K07352	0	1	0	0	0	0	1	0
K07356	0	0	0	0	0	0	0	1
K07357	0	0	0	0	1	0	1	0
K07386	0	0	0	0	1	0	0	1
K07387	1	2	0	0	1	1	2	0
K07389	0	1	0	0	0	0	0	0
K07390	1	2	0	0	0	0	2	0
K07391	2	2	0	0	1	0	2	5
K07393	1	1	0	0	1	1	1	0
K07395	0	0	0	0	0	1	0	0
K07397	2	2	0	0	1	1	1	1
K07399	0	0	1	0	0	0	0	0
K07400	2	2	0	0	2	2	1	0
K07401	0	0	0	0	1	1	0	0
K07402	3	2	1	0	2	2	1	1
K07404	3	3	2	2	3	4	3	2
K07405	0	0	0	0	0	0	1	0
K07406	0	0	1	0	0	1	1	1
K07407	0	1	1	4	4	3	1	0
K07441	0	0	0	0	0	0	1	0
K07442	0	0	0	0	0	0	0	3
K07443	2	2	2	1	2	1	1	1
K07444	0	1	1	2	0	0	1	1
K07445	0	0	1	0	0	0	0	0
K07447	0	4	4	5	3	1	3	2
K07448	0	1	3	1	1	0	1	0
K07451	0	1	1	3	0	0	1	0
K07452	0	1	0	0	0	0	0	0
K07455	0	0	1	0	2	1	0	0
K07456	1	1	3	3	2	3	0	0
K07457	0	0	0	0	0	0	1	0
K07458	2	2	0	0	2	0	0	0
K07459	3	2	0	0	2	1	0	0
K07460	2	3	1	0	0	2	2	1
K07461	1	2	2	2	3	1	3	1
K07462	4	3	5	4	2	2	1	2
K07464	0	0	0	1	0	0	0	0
K07465	0	0	0	0	0	0	0	2
K07467	0	0	5	8	3	0	0	2
K07470	2	1	0	0	1	0	2	0
K07473	0	0	0	1	0	0	1	0
K07474	2	2	0	0	1	0	0	0
K07478	4	2	7	7	1	3	2	7
K07479	2	2	0	0	0	0	0	0
K07482	0	1	3	1	0	0	2	1
K07483	3	3	13	9	1	0	3	3
K07484	0	0	1	1	0	0	1	1
K07485	0	0	5	6	0	0	2	4
K07486	0	0	4	4	3	2	0	3
K07487	0	0	2	3	0	0	1	2
K07490	1	0	0	0	1	2	0	0
K07491	1	2	0	0	0	2	2	2
K07492	0	0	0	0	0	0	0	1
K07493	0	0	5	3	0	0	0	1
K07494	0	0	1	0	0	0	0	1
K07495	1	0	1	0	1	1	1	0
K07496	0	0	0	1	2	2	0	0
K07497	6	3	15	10	1	5	11	4
K07498	1	0	3	2	0	0	3	1
K07503	0	0	1	0	0	0	0	1
K07505	0	0	1	0	0	0	1	0
K07506	1	2	0	0	0	1	1	0
K07507	0	1	1	1	2	1	2	3
K07533	0	0	1	2	1	1	2	0
K07552	3	3	0	0	1	1	3	3
K07560	3	1	5	4	2	2	2	0
K07566	3	4	1	2	4	3	4	4
K07568	2	2	3	2	3	3	8	2
K07570	1	0	1	3	1	1	1	1
K07571	0	0	0	1	0	0	0	1
K07574	2	2	1	4	3	2	1	0
K07577	0	0	0	0	0	0	0	1
K07584	0	1	2	4	1	0	1	1
K07586	0	1	1	4	1	1	0	1
K07588	0	0	0	0	0	1	0	0
K07589	1	0	0	0	1	1	2	0
K07592	0	0	0	0	0	0	1	0
K07636	1	1	1	1	3	1	0	1
K07637	2	2	0	0	1	1	0	0
K07638	2	3	1	0	2	0	0	2
K07639	2	1	0	0	1	0	1	0
K07640	2	2	0	0	1	1	0	1
K07641	1	0	0	0	0	1	1	1
K07642	0	0	0	0	1	2	0	0
K07643	2	2	0	0	3	0	2	0
K07644	1	0	0	0	0	1	1	2
K07645	1	2	0	0	0	2	0	2
K07646	1	1	1	1	3	3	3	0
K07648	2	1	0	0	1	0	1	0
K07649	1	1	0	0	1	2	1	0
K07652	0	0	2	3	1	0	1	0
K07654	0	0	1	0	0	0	0	0
K07657	1	2	0	0	1	1	1	1
K07659	1	2	1	0	0	2	0	0
K07660	1	2	0	0	1	2	0	0
K07661	1	2	0	0	1	0	1	1
K07662	1	2	0	0	1	2	1	0
K07663	0	0	0	0	0	0	0	1
K07664	0	2	0	0	1	2	1	0
K07665	1	0	0	0	1	1	0	1
K07666	0	0	0	0	1	1	0	0
K07667	1	1	0	0	0	2	1	0
K07668	1	0	1	0	1	0	0	0
K07670	0	0	2	0	0	0	0	0
K07673	1	1	0	0	0	1	1	1
K07674	0	2	0	0	1	1	0	0
K07675	0	1	0	0	1	0	1	0
K07676	2	0	0	0	2	2	2	1
K07677	1	2	0	0	1	1	0	0
K07678	1	1	0	0	0	1	3	1
K07679	1	3	0	0	1	0	0	0
K07682	0	0	0	0	0	0	0	1
K07684	1	2	0	0	1	1	3	0
K07685	0	1	0	0	0	1	1	0
K07686	0	0	0	0	1	1	0	0
K07687	1	2	0	0	2	0	2	1
K07688	1	0	0	0	1	0	0	0
K07689	1	1	0	0	1	2	0	0
K07690	1	1	0	0	1	1	0	1
K07693	0	0	1	0	0	1	0	0
K07696	0	0	0	1	0	0	0	0
K07700	0	0	0	0	1	1	0	0
K07701	0	0	0	0	0	1	1	0
K07702	0	1	1	0	1	2	1	1
K07703	0	1	0	0	1	1	1	0
K07706	0	0	0	2	0	0	1	1
K07707	0	0	0	0	0	0	1	1
K07708	0	1	1	0	1	1	1	0
K07709	0	0	0	0	1	1	0	0
K07711	0	2	0	0	1	1	2	0
K07712	1	1	0	1	2	2	1	1
K07713	0	0	0	0	0	1	1	3
K07714	1	0	0	0	0	0	0	0
K07715	1	1	0	0	1	2	0	0
K07718	0	0	2	2	0	2	0	0
K07720	0	0	3	6	8	3	3	0
K07722	0	0	0	0	1	1	0	0
K07724	5	4	0	0	1	1	3	0
K07726	2	2	0	1	1	3	1	0
K07727	0	0	1	3	0	0	1	0
K07729	1	0	3	4	5	1	0	2
K07733	1	3	0	0	1	0	0	0
K07734	0	0	0	0	0	0	1	1
K07735	1	2	0	0	2	1	1	1
K07736	0	0	0	0	0	0	0	2
K07738	2	2	3	3	3	0	3	5
K07740	1	2	0	0	0	2	0	0
K07741	1	1	0	1	1	0	1	0
K07742	2	2	3	3	1	1	1	1
K07751	1	2	1	0	1	2	1	0
K07757	0	0	0	0	2	2	2	0
K07768	0	0	0	0	0	0	0	2
K07771	2	1	0	0	1	0	2	0
K07773	1	1	0	0	1	1	1	0
K07774	0	1	0	0	1	0	0	0
K07776	0	0	1	0	0	0	0	1
K07778	0	0	1	0	1	0	0	0
K07781	0	2	0	0	0	1	1	0
K07782	0	0	0	0	1	0	1	1
K07783	0	1	0	0	1	0	1	1
K07784	0	0	1	0	1	1	2	0
K07787	0	0	0	0	2	1	0	0
K07788	0	2	0	0	1	0	1	0
K07789	0	0	0	0	1	0	0	0
K07790	0	0	0	0	0	0	0	1
K07791	1	2	0	0	1	1	2	0
K07792	1	1	0	0	1	0	0	0
K07793	1	1	0	0	0	2	0	2
K07794	1	2	0	0	0	2	0	1
K07795	0	2	0	0	0	2	1	4
K07798	1	1	0	0	0	0	0	0
K07799	1	1	0	0	1	0	1	0
K07803	0	0	1	0	0	0	0	0
K07804	0	1	0	0	0	0	0	0
K07810	0	0	0	0	0	0	1	0
K07812	0	1	0	0	0	0	0	0
K07814	0	0	0	0	0	0	2	0
K07816	0	0	3	4	3	0	0	0
K07862	1	2	0	1	1	1	1	0
K07979	0	0	0	2	2	2	1	1
K08088	1	0	0	0	0	0	0	0
K08092	0	1	0	0	0	0	1	0
K08093	1	1	2	0	0	0	0	0
K08094	2	0	4	4	0	0	2	2
K08137	2	1	0	0	1	2	1	2
K08138	1	1	0	0	3	0	0	0
K08151	2	1	1	2	0	0	1	2
K08152	0	0	1	1	0	0	0	0
K08153	0	0	1	1	0	0	0	0
K08154	1	2	0	0	1	2	2	0
K08156	0	0	0	0	1	0	0	1
K08159	2	2	0	0	1	0	0	0
K08160	1	2	0	0	2	0	1	0
K08161	1	2	4	2	2	2	0	2
K08162	0	1	0	0	1	0	2	0
K08163	0	0	0	0	1	1	0	0
K08167	1	0	0	0	2	1	2	2
K08168	0	0	0	1	0	0	0	1
K08169	3	0	1	2	1	1	3	2
K08170	2	2	0	0	1	0	3	1
K08172	2	3	0	0	1	1	0	0
K08173	4	0	0	0	2	3	0	0
K08174	0	0	0	0	0	0	1	1
K08177	1	2	0	1	4	2	3	1
K08178	2	0	0	0	1	0	1	0
K08191	2	4	0	0	3	1	2	1
K08194	0	1	0	0	1	1	0	0
K08195	3	0	0	0	2	2	2	0
K08217	0	1	1	1	0	0	2	1
K08218	2	2	0	0	1	1	1	2
K08219	0	2	1	0	0	2	0	0
K08221	0	0	1	0	0	0	1	0
K08223	1	2	0	0	2	0	2	1
K08224	1	2	1	0	1	0	0	0
K08225	0	0	0	0	1	2	1	1
K08227	1	2	1	0	1	1	1	0
K08234	1	1	1	1	0	2	2	1
K08276	1	2	0	0	1	1	0	0
K08281	2	1	0	0	2	0	1	2
K08289	2	3	1	1	1	2	1	2
K08296	1	2	0	0	1	1	1	0
K08300	2	1	1	0	1	0	1	3
K08301	1	2	0	0	0	1	1	1
K08302	0	2	0	1	0	0	0	0
K08303	8	6	5	8	7	8	5	4
K08304	1	3	0	0	1	2	1	1
K08305	2	3	0	0	2	1	1	1
K08306	2	1	1	0	1	1	0	0
K08307	2	2	1	0	1	1	2	1
K08308	1	1	0	0	0	2	2	1
K08309	1	2	1	0	2	1	1	1
K08310	0	2	0	0	0	1	0	0
K08311	2	1	2	1	2	1	1	1
K08312	2	1	0	0	1	2	2	1
K08313	1	2	0	0	0	0	1	0
K08314	0	1	0	0	0	0	0	1
K08315	1	1	0	0	0	2	0	0
K08316	3	2	1	2	3	1	3	2
K08317	1	1	0	0	0	1	0	1
K08318	1	2	0	0	1	0	0	0
K08319	0	0	0	0	1	1	0	0
K08320	0	0	0	0	2	1	1	0
K08321	0	1	0	0	1	0	0	0
K08322	2	1	0	0	1	1	2	0
K08323	1	2	0	0	1	0	0	1
K08324	1	1	0	0	0	0	0	0
K08325	3	0	0	0	1	0	1	0
K08326	0	1	0	0	0	0	0	0
K08344	1	1	0	0	1	1	1	0
K08348	0	1	0	0	1	0	1	0
K08349	0	1	0	0	2	0	0	0
K08350	0	0	0	0	1	0	0	0
K08351	0	2	0	0	2	1	0	0
K08363	1	0	0	0	0	1	1	0
K08369	3	0	1	0	1	0	1	0
K08372	0	0	0	0	0	0	0	1
K08475	0	0	0	0	1	1	0	0
K08476	1	1	0	0	0	0	0	0
